,count
anesthesiology,1
incarcerated,1
midwifery,1
reconsolidation,1
digtal,1
ihealth,8
hypertensive,2
pfizer,2
ssihi,2
underutilize,1
cough,4
faan,1
personalizing,1
drees,1
hospitalized,7
aftereffects,2
sickened,1
putrino,3
gastrointestinal,2
backache,1
aches,1
belluck,1
kiehart,1
mousavi,2
contending,1
stressors,1
souvenir,1
jklu,1
meslia,2
lingering,1
nurse,5
wounded,1
hipaa,1
vaccination,5
2906,7
2908,6
ards,2
embc,1
2140,5
2143,5
azab,2
ramrakhiani,2
barisano,2
esperanca,1
abrahim,2
abrihim,1
nurmi,1
haze,1
esperan,1
mendiola,1
sequelae,1
973,32
transmissibility,1
omicron,1
vaccinated,1
attitudinal,1
fibrotic,1
runners,1
bolstering,1
dietitians,1
glycemic,1
mostafa,1
elturkey,1
champalimaud,1
psychobit,3
interfaced,1
2310,1
02374,1
1831918,10
unitenursing,11
astra,10
everymothercounts,1
acog,1
nami,1
psychhub,1
casa,3
esperanza,3
solamente,1
gynecologists,1
lamaze,1
hotlines,2
chatlines,1
parenthood,1
7526,12
ppnow,1
774636,1
4773,10
9453,14
0294,1
8255,10
828255,2
suicidepreventionlifeline,1
5990,5
talkwithus,1
hablanos,1
7415,9
7233,10
ndvh,2
866,61
9474,12
loveis,1
22522,5
childhelp,2
4453,3
2845,4
victimconnect,1
polaris,1
7888,12
befree,1
233733,1
polarisproject,1
4673,5
rainn,1
sahmsa,1
6883,11
valbuena,1
evaluator,2
cphn,3
gsrs,1
araya,1
shelby,1
apalategui,1
goswick,1
tinjia,1
navarette,1
maritza,1
campo,1
cnm,1
midwife,1
julianne,1
toohey,1
skelton,1
goll,1
maldonado,1
henrika,1
merenlehto,1
lankinen,1
bushra,1
zafar,1
saarikko,1
upled,1
shaded,2
smartness,2
paraprofessionals,1
wiot,1
neurologists,4
neurobiology,2
cence,1
cgvw,1
aboutus,1
joinaces,1
iccd,1
cicc,1
isscc,1
iscas,1
ispd,1
sbcci,1
associativity,6
trimaran,3
mips4k,1
mandal,1
multicycle,1
scopes,1
coprocessors,1
sasimi,1
grun,2
asheesh,2
simpress,3
isual,1
pecification,1
nalysis,1
rts,28
wilton,2
jouppi,1
hereunder,1
affording,1
94301,1
disclaims,1
tortious,1
sextuplet,1
ndwl,4
ndbl,4
nspd,4
ntwl,4
ntbl,4
ntspd,4
nsubbanks,2
paramfile,4
rwp,1
ewp,1
dualvt,3
13u,1
params,4
vdd,2
accesstime,2
0955,4
8738,13
2757,8
49748,3
700554,3
082291,3
010465,3
777677,1
488263,1
10287,5
6118,11
55033,1
4168,8
81488,1
6716,11
6038,15
79672,1
40940,1
620714,1
841453,1
63572,1
86573,1
54673,1
94412,1
791649,1
463368,1
96684,1
44211,1
75304,1
97417,1
lkg,1
wordline,3
0007582,1
bitline,4
8357,13
7294,11
5283,7
001591,1
001606,1
3516,7
01415,1
02931,1
inverter,2
008325,1
836819,1
subbank,3
147709,1
458511,1
134875,1
238861,1
082875,1
165663,1
165914,1
0478887,1
095724,1
741095,1
40176,1
008745,1
predecode,4
000043,2
colmux,4
000010,2
000052,2
001494,2
000015,1
ramcells,2
940943,1
371309,1
687748,1
312252,1
870352,1
subbanked,1
009737,1
spice,1
vth,1
aspdac,25
romdhane,12
parlgran,3
pozzi,7
ienne,7
earlie,7
kejariwal,1
0387261435,1
asap,17
samos,3
tlm,1
floorplan,2
yssp,3
pbexplore,2
foray,2
isegen,5
pp495,1
todaes,4
edaa,2
abadir,3
classy,2
steelhead,3
brewery,3
scrumptious,1
yohei,2
akita,5
jaewon,2
gettogether,1
cecs99,1
circa,2
masonparkparty,1
date05,1
imaivisitjun05,1
jaewonfarewell05,1
fall05,1
dec05lunch,1
cosmeca,3
brockmeyer,1
idap,4
mamdipaka,1
ises,4
mediabench,1
eembc,1
20x,1
aes,1
atasu,1
hyunok,1
ingolf,1
shrivastata,1
predication,1
risa,1
sourceforge,1
abdelwahed,1
gunnar,4
retuning,2
syntesis,2
paek,2
bypasses,2
processesors,2
wiht,2
architectturally,2
ameet,8
hcic,1
phit,1
coauthorship,4
yaweng5,1
songzi,1
intergenerational,3
occupa,1
tions,1
janecek,2
1141,5
ocz095,1
31206159,1
polston,1
pdmp,1
jamiaopen,2
ooy064,1
delucia,2
esquibel,2
randell,3
ooy055,1
shehada,1
eikey,8
flyers,1
medinfo,5
milstein,1
xiankang,1
wenqiang,1
ceedings,1
chenmaking,1
unpacking,1
infras,1
tructuring,1
xiaojuan,1
jiayue,1
mingqian,1
profes,1
sional,1
calvitti,4
nadir,1
weibel,4
gabuzda,4
shazia,1
ashfaq,4
keystrokes,1
gazing,1
s11606,1
mattison,2
handoffs,2
ijmedinf,1
29584896,1
behav,3
30196720,1
humphreys,1
opioids,1
heroin,1
30036853,1
annu,4
magueramane,1
pervasivehealth,5
ladaw,1
reneccal,1
2916,6
2925,7
3274385,1
3134671,1
chci,1
summits,1
pmc5961796,1
kvasny,1
underweight,1
uhealth,1
e150,1
6683,9
152886,1
eletriby,4
icicis,1
ciemins,1
lanham,1
ambulatory,1
mcgregor,1
longhurst,1
rudkin,2
ayobi,1
werun,1
vidauri,1
randriambelonoro,2
geissbuhler,2
waikoloa,3
censorship,1
serwer,1
hirsch,1
romano,1
pasquali,1
cardiol,1
27680300,1
brannon,1
okullo,1
ehars,1
psychol,2
ehrlich,1
michelotti,1
blachley,1
kileny,2
branford,2
weizer,1
ophthalmologists,1
27730248,1
hiner,1
gendler,1
27318066,1
forbat,1
stokols,1
drifters,1
homegrown,1
ocw077,1
27375291,1
kolars,1
woolliscroft,1
27119322,1
27318067,1
6256,9
mentis,1
blandford,1
vichich,1
ocw121,1
27539198,1
proulxe,1
vydiswaran,5
vgv,2
26269536,1
novak,1
gettinger,1
yearb,1
27830227,1
diabetic,1
ichi,1
dicot,1
canvasser,1
ramo,1
hollenbeck,1
ghani,2
endourology,2
endourol,1
25026076,1
pavlin,2
shigematsu,1
streichert,4
suda,5
corley,2
e0139701,1
lending,2
microfinance,1
zuest,3
fam,1
pract,4
mores,1
emerse,1
biomed,2
25979153,1
czyz,1
horwitz,1
chermack,1
25688811,1
emr,4
soper,1
syndromic,1
akkina,2
halasz,1
burkom,3
biosurveillance,4
strategizing,1
26568605,1
stubbs,1
uzuner,1
gururaj,1
rumshisky,1
pakhomov,1
suppl,1
s189,1
26210361,1
gaithersburg,1
totnes,1
enviroinfo,2
ict4s,2
migraine,2
koloa,1
dorea,1
dupuy,1
ecol,1
epidemiol,1
prikladnicki,2
audy,2
1233,9
urologists,1
urol,1
25123321,1
preib,1
992,37
24863430,3
shedden,1
aronson,1
metamap,1
24928177,1
gebremariam,2
24549555,1
e966,1
25246629,1
padman,1
longitudinality,1
decis,1
skolarus,1
textit,1
fneur,1
00050,1
sittig,1
24246272,1
pohl,2
kaleba,1
rachman,2
24243832,1
vilas,1
couns,1
24882086,1
percontrep,1
supercomput,1
1051,9
25954426,1
hfes,1
1541931214581262,1
ubicomm,1
sobh,1
eldin,1
fahmy,1
sere,1
redwood,1
cerezo,1
empatheticons,1
icwsm,1
06498,2
wisniewski,1
2556288,1
2557363,1
healthytogether,1
23364851,1
lammers,1
lemak,1
banaszak,1
holl,1
deviance,1
baldrige,1
healthc,1
manag,1
23821898,1
wellner,1
hirschman,1
23643147,1
commiskey,1
blayney,1
prescriber,1
hematology,1
inpatient,2
oncol,1
e103,1
23942926,1
hilligoss,2
22962194,1
mirza,1
coletta,1
soyiri,1
markle,1
leopold,1
lenert,1
samoff,1
siniscalchi,1
ozkaynak,1
brennan,1
aarts,1
haque,2
e14,1
23538724,1
24170637,1
reeder,1
ozonoff,1
malin,1
24551358,1
proulx,1
treitler,1
23920636,1
rosenbloom,1
giuse,1
23920639,1
2470654,1
2470660,1
2441776,3
2441789,1
2441837,1
2441786,1
bhavnani,1
athey,1
e75,1
mamykina,1
vawdrey,1
stetson,1
hripcsak,1
22813762,1
22217802,1
manion,1
balins,1
hedging,1
23304302,1
fashionable,1
wimob,1
amcis,1
handbag,1
trustcom,1
2207676,1
2208361,1
2145204,3
2145297,1
2145334,1
2145340,1
salib,1
wsdm,1
burdened,1
undue,1
burnout,1
apolitical,1
ipads,1
receded,1
5088,12
crooksr,1
transnational,1
istc,1
jpd,1
dieter,1
borrows,1
2442,6
7003,10
icsa,19
cri,13
jgarcia,88
woohoo,4
48th,4
yirui,10
yongbo,5
yecheng,4
qiran,5
hercules,5
droidot,5
jni,5
hexhive,4
jye,8
yuntianyi,21
shilong,11
changnam,11
maintainersreview,3
bounty,5
darcy,6
negar,21
misconfiguration,5
scenorita,7
mutable,5
xiafa,6
farslayer,5
turnkey,5
esmerald,5
deltadroid,6
reyhan,4
arda,6
ghorbani,13
obfuscations,19
nemo,2
codesafe,2
eleonora,2
joshug4,1
alias,1
csci,2
csci578,2
csci499,1
csci588,1
csci101,1
unal,2
sarnesh,1
arulnathan,1
kien,1
canyang,1
dazhi,1
ucinspire,8
zhengyuan,1
hongyu,1
muxi,1
siyun,1
zhaoxu,1
liangze,1
sadhegi,2
mirzaei,3
gmu,5
ehsan,2
kouroshfar,2
youn,2
gholamreza,2
safi,2
shahbazian,3
pooyan,3
behnamghader,3
bassel,1
haddad,1
rini,1
dagli,1
berber,1
purav,1
erel,1
ozen,1
aviles,1
janav,1
jagdeep,1
sidhu,1
ecrf,1
ecase,2
ecsa,4
reengineering,2
saner,1
isec,1
smew,1
cbse,2
isarcs,1
quovadis,1
icac,1
foclasa,1
bartolomeo,1
celada,1
doria,1
losiouk,1
ipojuca,1
pernambuco,1
aliaj,1
mirakhorli,1
mujhid,1
khoi,1
okutan,1
yuanfang,3
bagheri,8
thibaud,2
lutellier,2
chollack,1
rayside,2
kroeger,2
ivkovic,1
halfond,1
krka,7
mattmann,4
bierhoff,1
isela,2
macia,2
bertran,1
arndt,2
staa,2
aosd,1
sbcars,1
tajalli,4
qosa,1
tarandeep,1
salehnamadi,1
chollak,1
jss,1
covert,21
marija,1
mikic,1
rakic,1
sukhatme,2
schmitt,2
archipelagos,1
techdebt,1
workbench,2
ecodroid,1
wicsa,2
nier,1
ecsa09,1
csmr,1
petrus,1
scen,1
esting,1
maneuvers,1
8231346,1
doppeltest,2
adses,1
7575582,1
sain,1
revealdroid,10
letterbomb,11
trimdroid,12
ducmle,1
dlink,1
architecturally,1
bourne,1
oodt,2
chromium,1
exercised,2
atm,2
dynodroid,1
unequivocally,2
3501,5
testified,1
litigation,1
deldroid,7
rq1,3
rq2,3
rq3,4
rq4,3
installable,7
runnable,7
idr,4
evading,2
apktool,3
jarsigner,3
dasho,3
obfuscated,12
gothenburg,1
increasin,1
meteoric,1
piggybacked,1
mutated,1
evaded,1
vikinghorde,1
falseguide,1
dresscode,1
obfuscators,1
allatori,1
proguard,1
droidchameleon,3
whisker,5
extractor,3
droid,1
malgenome,1
granting,1
revoking,4
reanalyzes,1
revoke,3
revoked,1
exploitability,3
intents,2
aeg,1
sklearn,1
540mb,1
pvd,2
20160309,1
162935,1
virustotal,1
ivory,1
heartbreaking,1
keyed,1
mizukoi,1
needles,2
haystack,2
awry,1
malfunctions,2
labyrinthine,1
jajones,1
opener,1
miscategorization,1
infirmity,1
premiums,1
inflecting,1
eclipsing,1
bookshops,1
bookseller,1
cyberinfrastructures,1
metascience,1
effecting,1
5072,12
rwblack,1
berd,1
sop,1
feeback,1
120a,3
statistics112,1
105b,1
130b,1
130c,1
132b,1
132c,1
udsa,2
acording,1
bdg,1
cashcall,1
cathedral,1
comscore,1
fiserv,2
sdac,1
neomedix,3
qbe,1
samsi,1
clorox,1
toa,1
reinsurance,1
yamibuy,1
biomet,1
innov,1
neuroscientist,1
modele,1
ndsegfellowships,1
brusco,1
xiaoke,1
drai,1
minlin,1
gaona,1
zhengtao,1
hwanggwan,1
gwon,1
junchao,1
rasul,1
ibragimov,1
lain,1
yuanpeng,1
monsserat,1
moslemi,1
samahriti,1
cadence,1
pinkerton,1
alexandria,1
rizo,2
schetzsle,1
jessalyn,1
seong,2
keylin,1
serrano,1
hanpu,1
yiyao,2
ziyi,1
tyo,1
zhuodong,1
jiyang,1
kuancheng,1
jizhi,1
lijinghua,1
lizzie,1
ayle,1
freedberg,1
zihao,1
ezra,1
renxiang,1
kermani,1
levaux,1
zichen,1
yiyun,1
harsha,2
sangam,1
schiermeier,1
syrym,1
suranshiyev,1
yizhi,1
yukang,1
ruoyu,1
zhishun,1
chenghao,1
yining,1
liqi,1
minal,1
walvekar,1
incarceration,2
financing,4
accordion,1
titlewhat,1
mooc,1
edex,1
substitutes,1
repayment,5
forgiveness,2
lenders,3
studentaid,2
borrower,3
signer,1
lender,3
graduateentering,1
collegenet,1
fastweb,1
finaid,1
sallie,1
mae,1
owl,1
unigo,1
refunded,3
disbursed,1
disburse,1
deft,1
001314,3
transitioners,1
3180,1
gradtranscripts,1
conferral,1
duenas,5
gduenas,2
lombard,5
lombara1,2
morales,5
ingriam1,2
sossman,2
traxler,5
traxlerc,2
uncensored,1
1321,8
1350,5
saran,1
hirth,1
koeppe,1
210b,1
220a,1
racialized,1
dispute,1
circumvented,1
whims,1
hengrc1,4
2224,6
2226,6
2390,3
vminin,4
9795,17
weinings,4
200ap,1
200bp,1
211p,1
200p,1
205p,1
121a,1
140a,1
astrostatistics,2
immunology,2
arkajyoti,4
wenzhuo,7
wanrong,3
brigitte,7
kucera,9
morrow,2
akenney1,1
tiancq1,1
2216,8
wenzhuz3,3
2058,6
wjohnson,5
sbartell,1
5919,11
airb,1
buttsc,1
8591,10
harding1,1
1511,2
sspb,1
1581,10
3175,11
4072,2
5958,7
sbsg,1
2324,2
dsarmstr,2
2241,8
baldib,3
sgulesse,3
2056,11
lkucera,3
morrows,1
3276,6
viejo,1
desirability,1
epidemiological,2
exacerbating,1
nonethical,1
nonfeasible,1
motorized,1
methodically,2
honed,1
symbiotic,1
econometric,1
jeeyoung,1
econometricians,1
avian,2
multicenter,1
menopausal,1
epidemiologic,2
hormone,1
200abc,1
sta205,1
analsysis,1
220ab,1
bida,2
bidabook,1
winters,1
pals,1
thira,1
winbugs,40
pancreatic,1
fev,170
larynx,5
ovarian,1
grille,1
fmd,9
armadillo,9
diasorin,47
dugong,6
logodds,2
oring,6
toenail,3
lindley,1
jeffreys,1
zinc,4
cdoo,20
stddocumentdesc,20
documentdesc,20
viewdesc,64
storedesc,20
modeldesc,82
elemdesc,20
textviews,40
stdviewdesc,20
textmodels,60
stdmodeldesc,20
attributesdesc,39
stdfolds,18
folddesc,18
oleclient,4
excelml12,7
9pw,103
sw0,6
hok,3
8t9,7
myd,7
rels,63
4mox,7
theme1,14
9fe,7
xx8,7
lkm2,7
q7c,7
4pdz,7
26psfnj,7
r2f,7
l17,7
jpsa,7
utvad,7
8fi,7
4lz,7
mn1,7
qbo,7
4vja,7
m2k,14
sheet1,29
cs7,7
nnj,7
sheet2,14
mwy,14
usyq,14
f4e,14
nzrv,14
0xl,14
aqgmy,14
sheet3,14
wr7yu,1
p6s,1
clbzmvs,1
hh8z,1
bqq,1
mxo,1
0ng8,1
iul,1
sharedstrings,14
gaj,7
szc,7
zmf,7
jzf,7
z6b,7
printersettings,14
printersettings1,14
fhe,7
docprops,28
uqk,2
ndtf,2
r2v,2
5en,2
1vo,7
nkw,7
ulz,7
xmlpk,70
relspk,21
binpk,7
wmfc,12
calibri,7
meano,1
thetae,2
09035e,1
005729,2
32e,2
079445,1
090245,1
100009,1
defectives,2
dbin,23
dbeta,51
ulq,3
gtf,2
8cc,1
5bvs,1
p5s,1
q7n,1
auk,1
enh,1
mj4,1
7cbm,1
p7x,1
xc0,1
dd7tv,1
q5n,1
r2r,1
0jj,1
j1w,1
ohq,1
node9,1
mean9,1
691e,2
72e,1
3287,10
062554,1
16e,1
3299,6
4501,7
200001,10
sigma1,2
1533,3
001187,2
4463,6
0313,2
200003,1
5643,11
008517,1
9414,13
0214,3
200004,1
y13,3
6884,7
6939,7
004901,1
3219,5
6799,13
200009,1
dnorm,256
prec,13
dgamma,131
0163,3
mfrow,16
qqnorm,9
qqline,9
vw6ua,1
j8j,1
7dq,1
n4il,1
ndv,1
4pc,1
usfb,1
k8t,1
7m8,1
wd8,1
mryn,1
node7,1
mean7,1
2803,5
084574,1
97e,1
1402,5
2717,5
4697,8
100007,1
dpois,18
itn,1
pt2,1
d70,1
vms2,1
jvyh,1
cadiv,1
fe4,1
31f,1
yva,1
frdt5d,1
x59,1
z9e,1
mean0,2
deltae,1
54e,2
013333,1
6873,7
999000,7
med1,23
009933,1
029,82
med2,23
3110,3
008615,1
mu1,65
6350,5
58e,2
838,47
mu2,65
1095,3
14e,2
tau1,15
5980,5
8640,5
5629,10
3899,7
8019,11
tau2,15
4910,1
9880,5
001033,1
8330,5
3970,1
6760,5
cows,6
uninfected,2
dlnorm,52
pow,61
logfact,5
00001,6
dunif,37
1883,7
967,33
1645,10
1133,6
1843,8
1433,10
1008,8
938,27
1225,8
1315,9
916,55
1820,7
1232,11
1457,11
1120,7
rhxu,1
7c8,1
3uss,1
gy6,1
k1f,1
0hp,1
n18,1
j4gb,1
fwl,1
ae2,1
1h2,1
4gh,1
zssf,1
7ap,1
s4tt,1
ghr,2
xzb,1
ldcnrnf,1
6wa,1
nfcj,1
zs3,1
w6x,1
gemc,1
cikg,1
xru,1
6221,14
014879,1
6228,11
6558,10
100018,2
110000,8
01714,1
008396,1
39e,5
03367,3
01717,1
84e,2
04s,1
100017,1
40547,2
57e,1
40554,1
12264,5
100012,3
5571,10
1018,5
10001,613
3862,7
1361,6
002383,2
3863,4
100013,1
45e,2
1256,9
002088,1
7330,5
2260,1
100010,1
7370,5
2642,3
001269,2
7242,12
2942,4
monospace,1
firstlast,5
vbq,1
gaut,1
xv0,1
yqw,1
ybn,1
zqw,1
fbd,1
hgx6,1
rms,3
lipn,1
qii,1
0ln,1
uas,1
uuo,1
6ws,1
epao,1
bge,1
qg4a,1
agp,1
bjc,1
d8y,1
3yrb,1
mrzb,1
693k0,1
6yua,1
0wd,1
mk3,1
f2i1,1
xsp,1
iym,1
no2a,1
cikl,1
tdr0a,1
eym,1
noded,1
meand,1
preds,1
878e,1
4167,5
002826,1
0658,2
8678,10
500008,2
8768,8
1548,7
002152,1
5891,16
100011,1
500001,1
2851,8
098212,1
001291,1
4952,8
500002,1
3714,3
1065,3
1872,5
3628,5
6044,11
100014,1
500004,3
318d,1
66d,1
10001d,1
50000d,1
14159,19
dairy,1
cattle,7
textcontrollers,40
stdctrldesc,20
controllerdesc,80
textrulers,95
stdrulerdesc,19
rulerdesc,19
stdstyledesc,19
styledesc,19
cmtt10,41
samplesdensity,2
densitydesc,1
plotsviews,1
tib,1
xu2,1
ak8,1
2pj,1
evw,1
4ch,1
3dx,1
ci3,1
zl9,1
a27,1
fb7,1
i44,1
ruz,1
ms4,1
qlh,1
v80,1
u2m,1
gpm,1
dm3,1
gjc,1
qdt,1
w7x,1
yid,1
y7s,1
zex,1
x3j,1
oio,1
s0g,1
5dt,1
gq0,1
9ml,1
a4p,1
sbo,1
k7q,1
vo0,1
al9,1
vm5,1
2x0,1
x17,1
4eg,1
jnz,1
ala,1
kcs,1
q2x,1
jlv,1
zfp,1
shg,1
7cb,1
n12,1
to9,1
uho,1
rd9,1
iu6,1
4l6,1
pa8,1
l55,1
el7,1
agk,1
uld,1
z38,1
w0d,1
m9h,1
2ir,1
loj,1
n4d,1
y3e,1
lp9,1
opm,1
y0p,1
4my,1
3vi,1
dgj,1
3fo,1
pje,1
3du,1
2qr,1
bba,1
fc4,1
5hp,1
4vb,1
jk8,1
qaw,1
cqc,1
a17,1
zqa,1
eph,1
zqv,1
8xw,1
3n9,1
9dy,1
lhb,1
cbq,1
hm3,1
twj,1
urv,1
1m3,1
ff4,1
upw,1
wmd,1
va0,1
qj0,1
l3p,1
dh9,1
wqf,1
23g,1
ny0,1
x1f,1
j8h,1
zfc,1
qib,1
7ec,1
m2n,1
b60,1
rfe,1
xce,1
b5g,1
cf3,1
j2u,1
pgl,1
q4q,1
xri,1
v37,1
r7l,1
wyl,1
h98,1
f6w,1
s6x,1
sy4,1
obb,1
m0y,1
0d6,1
3zx,1
5d5,1
xjq,1
k7v,1
ntc,1
ytilde,3
theta1,105
theta2,90
prob1,1
y1tilde,3
y2tilde,3
prob2,1
posta,9
postb,8
posterioriterates,6
rbeta,3
postmean,8
postsd,2
postmed,3
postpi,2
025,98
postmean1,2
postsd1,2
postmed1,2
qbeta,4
postpi1,2
dbern,11
theta0,15
dexp,14
ttheta,3
thetas,1
loggam,1
loggamma,1
05129329,1
10536052,1
16251893,1
22314355,1
28768207,1
35667494,1
43078292,1
51082562,1
59783700,1
69314718,1
79850770,1
91629073,1
04982212,1
20397280,1
38629436,1
60943791,1
89711998,1
30258509,1
99573227,1
dflat,4
825,31
801,26
alpha1,3
alpha2,3
prevalences,1
lwd,144
btilde,5
b1tilde,3
sigma0,5
qgamma,9
tau0,4
004096,1
008359,1
rgamma,2
lty,102
tildegamma,4
tildeu,2
zalpha,6
qnorm,2
tildesigmabeta,4
trialq,5
tildel,2
tildetaubeta,2
r2winbugs,22
samplesizeproportions,12
theta1t,6
theta2t,6
truerr,10
power1,13
coverage1,6
length1,6
rbinom,4
binomialdata,4
inits,79
samplesize,13
mydocuments,37
oneandtwosample,4
burnin,23
averagepower,4
predprob,4
averagelength,4
averagecoverage,4
sims,1
nullvalue,1
1281,28
group1,4
boxplot,9
hmisc,3
diasorindata,3
taul,27
taun,27
medianl,14
mediann,14
relmedian,19
lowf,27
normalf,27
relprec,2
diasorinmodel,1
parameters1,4
mul1,6
mun1,6
taul1,5
taun1,5
medianl1,4
mediann1,4
relmedian1,2
test1,2
lowf1,4
normalf1,4
inits1,4
fit1,19
diasorinmodel1,1
xlim,13
ylim,31
mtext,52
cex,90
006,71
000593,1
0055,2
elicited,1
selow,2
senormal,2
seloglow,2
selognormal,2
x8l,1
wouzz,1
j6o,1
sgro4,1
zlx,1
m9v,1
t0m,1
azb,1
abik,1
qg4c,1
bxssf,1
8xd,1
4et,1
lvx,1
96c,1
q49,1
h9n,1
b9q,1
z3obe,1
r6qf,1
czv,1
qdz,1
9cpd,1
gs0,1
oih,1
xmk,1
kk5,1
56x,1
vn7,1
bfp,1
node4,1
mean4,1
915e,3
3929,4
001712,1
2667,4
8737,8
8027,9
500007,2
048712,1
11e,2
058834,1
2498,2
3988,6
1615,5
50000,148
odds1,3
1212,3
21e,2
4795,5
6787,11
9507,16
odds27,1
2787,7
1288,8
08e,1
030654,1
29e,1
4047,4
041954,1
80e,1
3241,8
4043,4
4874,3
5596,10
024734,1
5107,11
5598,13
odds2,2
1160004,20
0228,1
06138,1
2157,8
983e,3
8724,8
1747,7
3963,12
795e,1
6039,9
4323,2
229e,2
diffmu,4
5358,12
07324,1
3925,7
6794,9
2588,9
006184,1
01083,1
05198,1
786e,1
905e,2
1415,5
ratiotau,4
5532,10
211e,3
3873,8
1257,3
185e,2
3945,7
638e,1
6269,6
083e,3
642e,2
04653,6
5356,13
07314,1
407e,3
6792,15
loglowf,12
9257,9
003869,1
lognormalf,12
9333,9
004272,1
05213,1
346e,2
05141,1
383e,3
5547,9
002562,2
3944,9
001796,2
6245,8
4389,9
00195,1
5757,12
loglow,15
lognormal,16
02604,1
50001,266
05308,1
05167,1
027e,3
401e,1
1252,14
693e,2
3971,4
001763,3
6266,9
4405,9
001885,1
5737,7
472e,5
3409,3
2274,5
254e,1
2703,5
001317,1
8609,8
004054,1
3778,7
001702,1
5157,13
083,100
064,67
4018,3
001971,1
4295,5
9861,11
1169,10
meandiff,3
sdratio,3
rmed,1
dmu,1
rtau,1
08457,2
967e,1
rateratio,26
585e,1
076,71
2387,3
893e,4
9958,9
06459,2
191e,1
002654,2
387e,1
002208,1
002647,1
003144,1
001987,1
172e,3
001765,1
001984,1
002225,1
lambda1,2
lambda2,2
46524,1
145159,1
medfly,1
reye,1
rcodediasorinexample,2
dweib,7
082,111
086,110
887,81
756,51
078,100
058,101
035,66
831,56
884,39
065,80
993,44
081,71
974,42
812,44
937,45
094,86
038,80
smokers,20
nonsmokers,14
thetadiff,3
junk1,2
2217,6
001093,1
6666,9
09948,2
415e,1
3601,10
1651,5
03024,1
1741,8
01845,2
984e,4
1681,9
812e,1
9511,11
307e,1
dbar,56
2logl,56
dhat,56
dic,37
fev20ns,18
003126,3
fev20s,18
7094,13
002973,4
md1,2
1897,9
951e,3
1796,6
1898,7
5601,12
md2,2
1426,7
715e,3
1434,5
4054,4
md3,2
7167,18
1901,13
628e,2
7169,8
07402,3
376e,3
6727,10
2519,6
001117,3
1792,10
02106,5
471e,3
1691,7
2511,7
5655,9
002416,3
6095,8
04233,4
832e,3
2256,6
05966,3
02049,2
609e,2
meanfevns,67
05496,3
397e,4
982,30
04308,3
924e,3
066,85
858e,3
0468,4
235e,4
06073,4
887e,4
07793,3
67e,6
09668,3
516e,4
396e,3
295e,4
1565,5
207e,3
meanfevs,67
1563,10
772e,3
432e,4
337e,6
08637,3
713e,3
08486,3
798e,4
09821,3
553e,3
719e,3
1505,5
096e,5
1822,8
582e,3
001013,3
084,67
1744,8
091e,3
nonsmoker,16
mu20s,8
mu20ns,8
expiratory,2
acova,1
x21,12
y11,8
y12,8
y21,8
y22,8
bty,17
fevdata,6
linearregression,16
codeanddata,16
fevdataage10to19,2
contr,12
lowess,15
bottomright,14
bayessmoker,4
bayesnonsmoker,4
age1,9
logit,42
845e,5
3578,4
001833,2
7103,13
446e,1
6979,12
9834,12
5509,9
002412,1
08084,2
7038,10
036e,1
4398,6
6926,10
03614,6
884e,1
4999,5
08678,2
3295,9
5002,7
6677,8
7202,14
468e,2
5485,8
7255,10
8625,15
tildetheta,39
iss,27
2979,6
8408,836
9304,23
3126,4
2173,10
917,27
2828,8
1082,41
1568,11
2867,17
1790,4
1895,10
2580,4
1192,6
2333,7
2298,7
1789,9
6132,12
2529,11
2377,10
1441,7
3856,13
1865,10
3111,8
9672,43
2209,12
2646,9
1059,12
2779,7
2725,10
1692,12
2760,4
4652,14
1327,5
3059,6
1515,6
2970,4
1663,6
2560,4
2251,6
2213,8
2734,11
2546,9
2830,4
2860,4
2482,8
1153,11
3031,5
1552,7
1346,6
8174,23
2491,9
2466,8
2116,5
1491,7
1621,9
2735,10
8672,23
0304,8
2605,9
1863,10
1844,8
0936,9
2572,9
1318,8
2178,9
2795,12
2163,6
2051,5
1761,7
2995,6
2031,6
2346,7
2706,8
1723,6
1746,10
6764,11
3002,7
2282,8
8806,20
1055,13
2514,8
1397,6
1458,11
878,32
2771,8
4488,8
2823,9
1924,5
1654,8
2080,4
6776,16
2159,6
2577,8
1196,15
3003,5
1421,8
2167,9
2425,12
2071,12
3077,9
1758,8
2477,6
2290,4
7408,13
2987,10
947,31
2884,8
936,36
2789,15
2052,7
0848,5
830,6
1413,9
3010,4
2548,7
2712,14
2790,4
1813,7
1668,12
2992,7
2536,6
1730,4
2061,6
2314,5
2962,7
sdtemp,10
probs,2
cloglog,7
thetastar,8
tildethetastar,3
ttemp,4
tttildetheta,3
wstar1,2
wstar2,2
56522,1
05708,3
2717391,1
7282609,1
3528540,2
ztinv,15
057,71
7283,12
3528,3
9997,18
5026,10
002184,1
9762,9
07456,1
4972,8
003094,1
7743,16
255e,1
8034,13
9741,11
08176,2
563e,1
03055,1
3394,4
inprod,7
063,49
091,65
8571428571,38
5357142857,32
035714286,34
071428571,28
9642857143,174
0357142857,158
1071428571,118
0714285714,80
5714285714,12
8214285714,28
9285714286,106
928571429,26
1785714286,64
178571429,12
6428571429,18
8928571429,62
142857143,22
3571428571,48
357142857,4
535714286,20
3928571429,24
4285714286,20
1428571429,58
571428571,8
392857143,14
821428571,8
2142857143,44
7142857143,22
107142857,16
